来源表,IP 地址,请求样本数,1级地区码,2级地区名称,ISP名称
E,110.188.37.137,4 ,CN,四川,电信
E,110.93.224.191,4 ,PK,巴基斯坦,tw1.com
E,111.125.106.177,4 ,PH,中央吕宋大区,convergeict.com
E,111.184.190.173,4 ,CN,台湾,homeplus.net.tw
E,111.184.211.29,4 ,CN,台湾,homeplus.net.tw
E,111.240.101.211,4 ,CN,台湾,cht.com.tw
E,111.243.18.166,4 ,CN,台湾,cht.com.tw
E,111.246.100.224,4 ,CN,台湾,cht.com.tw
E,111.246.101.137,4 ,CN,台湾,cht.com.tw
E,111.246.101.62,4 ,CN,台湾,cht.com.tw
E,111.246.138.210,4 ,CN,台湾,cht.com.tw
E,111.246.169.105,4 ,CN,台湾,cht.com.tw
E,111.246.181.87,4 ,CN,台湾,cht.com.tw
E,111.246.68.229,4 ,CN,台湾,cht.com.tw
E,111.246.9.115,4 ,CN,台湾,cht.com.tw
E,111.248.147.23,4 ,CN,台湾,cht.com.tw
E,111.248.20.215,4 ,CN,台湾,cht.com.tw
E,111.248.95.200,4 ,CN,台湾,cht.com.tw
E,111.249.7.81,4 ,CN,台湾,cht.com.tw
E,111.251.181.86,4 ,CN,台湾,cht.com.tw
E,111.252.108.127,4 ,CN,台湾,cht.com.tw
E,111.252.156.9,4 ,CN,台湾,cht.com.tw
E,111.252.171.225,4 ,CN,台湾,cht.com.tw
E,111.252.203.144,4 ,CN,台湾,cht.com.tw
E,111.254.236.12,4 ,CN,台湾,cht.com.tw
E,111.255.127.237,4 ,CN,台湾,cht.com.tw
E,111.255.26.156,4 ,CN,台湾,cht.com.tw
E,112.187.195.120,4 ,KR,首尔,kt.com
E,112.201.100.85,4 ,PH,马尼拉都会区,pldt.com
E,113.103.128.20,4 ,CN,广东,电信
E,113.161.189.48,4 ,VN,隆安省,vnpt.vn
E,113.165.17.102,4 ,VN,得乐省,vnpt.vn
E,113.166.231.225,4 ,VN,嘉莱省,vnpt.vn
E,113.169.89.89,4 ,VN,巴地头顿省,vnpt.vn
E,113.170.41.124,4 ,VN,平福省,vnpt.vn
E,113.174.152.45,4 ,VN,得乐省,vnpt.vn
E,113.174.152.61,4 ,VN,得乐省,vnpt.vn
E,113.176.219.174,4 ,VN,得乐省,vnpt.vn
E,113.176.219.249,4 ,VN,得乐省,vnpt.vn
E,113.176.220.4,4 ,VN,得乐省,vnpt.vn
E,113.176.221.142,4 ,VN,得乐省,vnpt.vn
E,113.176.223.102,4 ,VN,得乐省,vnpt.vn
E,113.176.233.155,4 ,VN,得乐省,vnpt.vn
E,113.176.237.81,4 ,VN,得乐省,vnpt.vn
E,113.177.160.117,4 ,VN,谅山省,vnpt.vn
E,113.179.85.156,4 ,VN,谅山省,vnpt.vn
E,113.180.91.142,4 ,VN,同奈省,vnpt.vn
E,113.181.221.177,4 ,VN,太平省,vnpt.vn
E,113.186.36.38,4 ,VN,北江省,vnpt.vn
E,113.189.48.119,4 ,VN,得乐省,vnpt.vn
E,113.189.50.11,4 ,VN,得乐省,vnpt.vn
E,113.189.50.222,4 ,VN,得乐省,vnpt.vn
E,113.189.51.119,4 ,VN,得乐省,vnpt.vn
E,113.189.52.79,4 ,VN,得乐省,vnpt.vn
E,113.189.55.117,4 ,VN,得乐省,vnpt.vn
E,113.189.55.65,4 ,VN,得乐省,vnpt.vn
E,113.210.105.210,4 ,MY,马来西亚,maxis.com.my
E,113.210.106.47,4 ,MY,马来西亚,maxis.com.my
E,113.210.60.68,4 ,MY,马来西亚,maxis.com.my
E,113.211.104.240,4 ,MY,马来西亚,maxis.com.my
E,113.211.105.218,4 ,MY,马来西亚,maxis.com.my
E,113.211.115.187,4 ,MY,马来西亚,maxis.com.my
E,113.211.124.147,4 ,MY,马来西亚,maxis.com.my
E,113.211.125.215,4 ,MY,马来西亚,maxis.com.my
E,113.211.208.13,4 ,MY,马来西亚,maxis.com.my
E,113.211.208.148,4 ,MY,马来西亚,maxis.com.my
E,113.211.208.219,4 ,MY,马来西亚,maxis.com.my
E,113.211.209.186,4 ,MY,马来西亚,maxis.com.my
E,113.211.209.203,4 ,MY,马来西亚,maxis.com.my
E,113.211.210.145,4 ,MY,马来西亚,maxis.com.my
E,113.211.210.69,4 ,MY,马来西亚,maxis.com.my
E,113.211.210.7,4 ,MY,马来西亚,maxis.com.my
E,113.211.210.72,4 ,MY,马来西亚,maxis.com.my
E,113.211.211.41,4 ,MY,马来西亚,maxis.com.my
E,113.211.211.9,4 ,MY,马来西亚,maxis.com.my
E,113.211.212.207,4 ,MY,马来西亚,maxis.com.my
E,113.211.212.80,4 ,MY,马来西亚,maxis.com.my
E,113.211.213.67,4 ,MY,马来西亚,maxis.com.my
E,113.211.214.172,4 ,MY,马来西亚,maxis.com.my
E,113.211.214.183,4 ,MY,马来西亚,maxis.com.my
E,113.211.214.207,4 ,MY,马来西亚,maxis.com.my
E,113.211.214.29,4 ,MY,马来西亚,maxis.com.my
E,113.211.215.107,4 ,MY,马来西亚,maxis.com.my
E,113.22.147.32,4 ,VN,河内市,fpt.vn
E,113.22.47.230,4 ,VN,河内市,fpt.vn
E,113.229.7.14,4 ,CN,辽宁,联通
E,113.23.29.23,4 ,VN,胡志明市,fpt.vn
E,113.239.155.176,4 ,CN,辽宁,联通
E,113.74.49.12,4 ,CN,广东,电信
E,113.74.50.69,4 ,CN,广东,电信
E,113.76.223.156,4 ,CN,广东,电信
E,113.76.59.7,4 ,CN,广东,电信
E,114.10.44.28,4 ,ID,印度尼西亚,indosatooredoo.com
E,114.137.137.119,4 ,CN,台湾,cht.com.tw
E,114.137.226.106,4 ,CN,台湾,cht.com.tw
E,114.188.29.224,4 ,JP,冲绳县,ocn.ne.jp
E,114.203.232.79,4 ,KR,京畿道,skbroadband.com
E,114.24.27.19,4 ,CN,台湾,cht.com.tw
E,114.26.145.90,4 ,CN,台湾,cht.com.tw
E,114.27.194.78,4 ,CN,台湾,cht.com.tw
E,114.32.243.76,4 ,CN,台湾,cht.com.tw
E,114.32.245.33,4 ,CN,台湾,cht.com.tw
E,114.33.7.209,4 ,CN,台湾,cht.com.tw
E,114.33.8.114,4 ,CN,台湾,cht.com.tw
E,114.34.210.240,4 ,CN,台湾,cht.com.tw
E,114.34.214.41,4 ,CN,台湾,cht.com.tw
E,114.35.132.61,4 ,CN,台湾,cht.com.tw
E,114.35.175.184,4 ,CN,台湾,cht.com.tw
E,114.36.165.237,4 ,CN,台湾,cht.com.tw
E,114.36.57.122,4 ,CN,台湾,cht.com.tw
E,114.36.77.112,4 ,CN,台湾,cht.com.tw
E,114.37.144.147,4 ,CN,台湾,cht.com.tw
E,114.37.65.84,4 ,CN,台湾,cht.com.tw
E,114.38.204.202,4 ,CN,台湾,cht.com.tw
E,114.38.222.39,4 ,CN,台湾,cht.com.tw
E,114.38.46.233,4 ,CN,台湾,cht.com.tw
E,114.39.189.146,4 ,CN,台湾,cht.com.tw
E,114.39.39.30,4 ,CN,台湾,cht.com.tw
E,114.39.8.178,4 ,CN,台湾,cht.com.tw
E,114.39.81.160,4 ,CN,台湾,cht.com.tw
E,114.39.85.238,4 ,CN,台湾,cht.com.tw
E,114.42.148.46,4 ,CN,台湾,cht.com.tw
E,114.43.96.3,4 ,CN,台湾,cht.com.tw
E,114.46.128.203,4 ,CN,台湾,cht.com.tw
E,114.46.2.56,4 ,CN,台湾,cht.com.tw
E,114.46.216.85,4 ,CN,台湾,cht.com.tw
E,114.47.39.192,4 ,CN,台湾,cht.com.tw
E,114.47.64.96,4 ,CN,台湾,cht.com.tw
E,114.95.147.103,4 ,CN,上海,电信
E,115.131.241.66,4 ,AU,新南威尔士州,vodafone.com.au
E,115.132.192.177,4 ,MY,柔佛州,tm.com.my
E,115.132.31.34,4 ,MY,砂拉越州,tm.com.my
E,115.133.212.127,4 ,MY,沙巴州,tm.com.my
E,115.133.213.70,4 ,MY,沙巴州,tm.com.my
E,115.133.215.139,4 ,MY,沙巴州,tm.com.my
E,115.133.215.146,4 ,MY,沙巴州,tm.com.my
E,115.133.215.99,4 ,MY,沙巴州,tm.com.my
E,115.133.217.44,4 ,MY,西马,tm.com.my
E,115.133.46.235,4 ,MY,柔佛州,tm.com.my
E,115.133.96.113,4 ,MY,森美兰州,tm.com.my
E,115.133.96.177,4 ,MY,森美兰州,tm.com.my
E,115.134.104.168,4 ,MY,柔佛州,tm.com.my
E,115.134.105.110,4 ,MY,柔佛州,tm.com.my
E,115.134.107.113,4 ,MY,柔佛州,tm.com.my
E,115.134.107.35,4 ,MY,柔佛州,tm.com.my
E,115.134.163.244,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,115.135.148.166,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,115.135.197.137,4 ,MY,西马,tm.com.my
E,115.135.197.142,4 ,MY,西马,tm.com.my
E,115.135.197.218,4 ,MY,西马,tm.com.my
E,115.135.198.125,4 ,MY,西马,tm.com.my
E,115.135.198.137,4 ,MY,西马,tm.com.my
E,115.135.199.117,4 ,MY,西马,tm.com.my
E,115.135.199.54,4 ,MY,西马,tm.com.my
E,115.135.199.68,4 ,MY,西马,tm.com.my
E,115.135.210.6,4 ,MY,槟城州,tm.com.my
E,115.135.214.78,4 ,MY,西马,tm.com.my
E,115.135.24.223,4 ,MY,雪兰莪州,tm.com.my
E,115.135.25.30,4 ,MY,雪兰莪州,tm.com.my
E,115.135.27.170,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,115.135.28.240,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,115.135.28.66,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,115.135.29.219,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,115.135.29.222,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,115.135.29.79,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,115.135.29.88,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,115.135.31.131,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,115.135.31.174,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,115.135.31.183,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,115.135.89.4,4 ,MY,槟城州,tm.com.my
E,115.164.119.122,4 ,MY,马来西亚,digi.com.my
E,115.164.182.173,4 ,MY,马来西亚,digi.com.my
E,115.164.185.161,4 ,MY,马来西亚,digi.com.my
E,115.164.204.129,4 ,MY,马来西亚,digi.com.my
E,115.164.213.153,4 ,MY,马来西亚,digi.com.my
E,115.164.216.125,4 ,MY,马来西亚,digi.com.my
E,115.164.219.61,4 ,MY,马来西亚,digi.com.my
E,115.165.223.222,4 ,CN,台湾,phoenixcatv.com.tw
E,115.202.36.252,4 ,CN,浙江,电信
E,115.210.88.30,4 ,CN,浙江,电信
E,115.70.176.219,4 ,AU,西澳大利亚州,exetel.com.au
E,115.72.197.116,4 ,VN,金瓯省,viettel.com.vn
E,115.72.3.27,4 ,VN,巴地头顿省,viettel.com.vn
E,115.72.33.59,4 ,VN,巴地头顿省,viettel.com.vn
E,115.73.122.234,4 ,VN,平顺省,viettel.com.vn
E,115.73.123.163,4 ,VN,平顺省,viettel.com.vn
E,115.76.198.43,4 ,VN,得农省,viettel.com.vn
E,115.77.51.221,4 ,VN,胡志明市,viettel.com.vn
E,115.77.71.243,4 ,VN,胡志明市,viettel.com.vn
E,116.100.3.57,4 ,VN,安江省,viettel.com.vn
E,116.102.144.115,4 ,VN,金瓯省,viettel.com.vn
E,116.102.145.239,4 ,VN,金瓯省,viettel.com.vn
E,116.106.140.6,4 ,VN,西宁省,viettel.com.vn
E,116.107.97.81,4 ,VN,海阳省,viettel.com.vn
E,116.109.129.184,4 ,VN,金瓯省,viettel.com.vn
E,116.109.129.89,4 ,VN,金瓯省,viettel.com.vn
E,116.109.131.1,4 ,VN,金瓯省,viettel.com.vn
E,116.109.133.227,4 ,VN,金瓯省,viettel.com.vn
E,116.110.233.117,4 ,VN,西宁省,viettel.com.vn
E,116.241.161.115,4 ,CN,台湾,tbc.net.tw
E,116.241.202.164,4 ,CN,台湾,tbc.net.tw
E,116.241.236.181,4 ,CN,台湾,tbc.net.tw
E,116.88.227.182,4 ,SG,新加坡,starhub.com
E,116.97.101.3,4 ,VN,宣光省,viettel.com.vn
E,116.99.229.19,4 ,VN,得农省,viettel.com.vn
E,116.99.255.31,4 ,VN,河内市,viettel.com.vn
E,117.2.208.224,4 ,VN,承天顺化省,viettel.com.vn
E,117.2.234.111,4 ,VN,昆嵩省,viettel.com.vn
E,117.221.218.54,4 ,IN,泰米尔纳德邦,bsnl.co.in
E,117.86.6.220,4 ,CN,江苏,电信
E,117.90.155.136,4 ,CN,江苏,电信
E,118.100.197.97,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,118.100.215.91,4 ,MY,吉隆坡联邦直辖区,tm.com.my
E,118.100.28.86,4 ,MY,雪兰莪州,tm.com.my
E,118.101.105.165,4 ,MY,雪兰莪州,tm.com.my
E,118.101.140.206,4 ,MY,雪兰莪州,tm.com.my
E,118.101.150.56,4 ,MY,西马,tm.com.my
E,118.101.152.114,4 ,MY,槟城州,tm.com.my
E,118.101.170.19,4 ,MY,雪兰莪州,tm.com.my
E,118.101.170.222,4 ,MY,雪兰莪州,tm.com.my
E,118.101.170.41,4 ,MY,雪兰莪州,tm.com.my
E,118.101.170.71,4 ,MY,雪兰莪州,tm.com.my
E,118.101.171.98,4 ,MY,雪兰莪州,tm.com.my
E,118.102.75.252,4 ,AU,新南威尔士州,tpg.com.au
E,118.102.82.35,4 ,AU,西澳大利亚州,tpg.com.au
E,118.103.251.7,4 ,BN,文莱,
E,118.113.244.14,4 ,CN,四川,电信
E,118.113.245.80,4 ,CN,四川,电信
E,118.150.160.130,4 ,CN,台湾,chief.com.tw
E,118.150.171.211,4 ,CN,台湾,chief.com.tw
E,118.150.58.115,4 ,CN,台湾,chief.com.tw
E,118.160.46.109,4 ,CN,台湾,cht.com.tw
E,118.161.160.160,4 ,CN,台湾,cht.com.tw
E,118.165.94.100,4 ,CN,台湾,cht.com.tw
E,118.168.9.85,4 ,CN,台湾,cht.com.tw
E,118.169.66.4,4 ,CN,台湾,cht.com.tw
E,118.170.207.134,4 ,CN,台湾,cht.com.tw
E,118.170.237.233,4 ,CN,台湾,cht.com.tw
E,118.170.45.129,4 ,CN,台湾,cht.com.tw
E,118.232.114.32,4 ,CN,台湾,kbro.com.tw
E,118.232.4.164,4 ,CN,台湾,kbro.com.tw
E,118.233.189.51,4 ,CN,台湾,kbro.com.tw
E,118.68.128.126,4 ,VN,岘港市,fpt.vn
E,118.70.101.17,4 ,VN,河内市,fpt.vn
E,118.71.142.99,4 ,VN,平顺省,fpt.vn
E,118.71.187.8,4 ,VN,同奈省,fpt.vn
E,118.71.97.119,4 ,VN,河内市,fpt.vn
E,119.132.68.80,4 ,CN,广东,电信
E,119.132.7.136,4 ,CN,广东,电信
E,119.146.249.252,4 ,CN,广东,电信
E,119.200.203.152,4 ,KR,全罗南道,kt.com
E,119.249.25.241,4 ,CN,河北,联通
E,119.74.6.129,4 ,SG,新加坡,singtel.com
E,119.74.70.56,4 ,SG,新加坡,singtel.com
E,120.28.176.8,4 ,PH,菲律宾,globe.com.ph
E,120.89.67.25,4 ,BD,达卡专区,
E,121.121.160.93,4 ,MY,吉隆坡联邦直辖区,maxis.com.my
E,121.121.195.195,4 ,MY,雪兰莪州,maxis.com.my
E,121.121.49.242,4 ,MY,马来西亚,maxis.com.my
E,121.121.49.26,4 ,MY,马来西亚,maxis.com.my
E,121.121.56.142,4 ,MY,吉隆坡联邦直辖区,maxis.com.my
E,121.121.56.207,4 ,MY,吉隆坡联邦直辖区,maxis.com.my
E,121.137.18.35,4 ,KR,京畿道,kt.com
E,121.146.152.111,4 ,KR,庆尚南道,kt.com
E,121.167.226.189,4 ,KR,首尔,kt.com
E,121.230.8.155,4 ,CN,江苏,电信
E,121.230.8.214,4 ,CN,江苏,电信
E,121.230.9.240,4 ,CN,江苏,电信
E,121.232.73.225,4 ,CN,江苏,电信
E,121.254.98.57,4 ,CN,台湾,veetime.com
E,122.100.68.7,4 ,CN,台湾,twmbroadband.com
E,122.116.1.234,4 ,CN,台湾,cht.com.tw
E,122.116.158.184,4 ,CN,台湾,cht.com.tw
E,122.116.211.175,4 ,CN,台湾,cht.com.tw
E,122.121.0.7,4 ,CN,台湾,cht.com.tw
E,122.121.43.148,4 ,CN,台湾,cht.com.tw
E,122.150.164.213,4 ,AU,澳大利亚,dodo.com
E,122.161.48.230,4 ,IN,北方邦,airtel.com
E,122.234.35.3,4 ,CN,浙江,电信
E,122.254.34.129,4 ,CN,台湾,twmbroadband.com
E,122.99.19.100,4 ,CN,台湾,homeplus.net.tw
E,123.0.242.226,4 ,CN,台湾,stcatv.com.tw
E,123.0.28.20,4 ,BD,孟加拉,icon-infotech.net
E,123.110.140.227,4 ,CN,台湾,best-tv.com.tw
E,123.110.89.37,4 ,CN,台湾,sh-catv.com.tw
E,123.110.95.211,4 ,CN,台湾,sh-catv.com.tw
E,123.189.112.128,4 ,CN,辽宁,联通
E,123.189.112.82,4 ,CN,辽宁,联通
E,123.189.113.124,4 ,CN,辽宁,联通
E,123.189.113.126,4 ,CN,辽宁,联通
E,123.192.153.28,4 ,CN,台湾,kbro.com.tw
E,123.192.178.110,4 ,CN,台湾,kbro.com.tw
E,123.192.84.65,4 ,CN,台湾,kbro.com.tw
E,123.194.10.112,4 ,CN,台湾,kbro.com.tw
E,123.194.133.61,4 ,CN,台湾,kbro.com.tw
E,123.194.152.120,4 ,CN,台湾,kbro.com.tw
E,123.194.171.177,4 ,CN,台湾,kbro.com.tw
E,123.194.19.152,4 ,CN,台湾,kbro.com.tw
E,123.194.19.69,4 ,CN,台湾,kbro.com.tw
E,123.194.47.95,4 ,CN,台湾,kbro.com.tw
E,123.195.44.149,4 ,CN,台湾,kbro.com.tw
E,123.195.76.138,4 ,CN,台湾,kbro.com.tw
E,123.205.148.106,4 ,CN,台湾,fetnet.net
E,123.205.38.181,4 ,CN,台湾,fetnet.net
E,123.205.72.111,4 ,CN,台湾,fetnet.net
E,123.240.171.223,4 ,CN,台湾,tbc.net.tw
E,123.240.253.228,4 ,CN,台湾,tbc.net.tw
E,123.241.118.103,4 ,CN,台湾,tbc.net.tw
E,123.25.103.23,4 ,VN,得乐省,vnpt.vn
E,123.252.56.152,4 ,CN,台湾,homeplus.net.tw
E,123.252.82.160,4 ,CN,台湾,homeplus.net.tw
E,123.254.185.245,4 ,KR,首尔,tbroad.com
E,123.26.39.226,4 ,VN,广平省,vnpt.vn
E,124.13.141.25,4 ,MY,沙巴州,tm.com.my
E,124.149.85.125,4 ,AU,新南威尔士州,iinet.net.au
E,124.170.227.42,4 ,AU,新南威尔士州,iinet.net.au
E,124.218.240.106,4 ,CN,台湾,aptg.com.tw
E,124.218.255.89,4 ,CN,台湾,aptg.com.tw
E,124.218.45.120,4 ,CN,台湾,aptg.com.tw
E,124.218.50.214,4 ,CN,台湾,aptg.com.tw
E,124.6.30.49,4 ,CN,台湾,twmbroadband.com
E,124.82.109.107,4 ,MY,霹雳州,tm.com.my
E,124.82.16.68,4 ,MY,霹雳州,tm.com.my
E,124.82.233.102,4 ,MY,马来西亚,tm.com.my
E,125.116.48.252,4 ,CN,浙江,电信
E,125.164.10.201,4 ,ID,东爪哇省,telkom.co.id
E,125.224.102.189,4 ,CN,台湾,cht.com.tw
E,125.227.24.232,4 ,CN,台湾,cht.com.tw
E,125.230.193.66,4 ,CN,台湾,cht.com.tw
E,125.230.80.115,4 ,CN,台湾,cht.com.tw
E,125.27.31.9,4 ,TH,西部大区,tot.co.th
E,125.89.45.117,4 ,CN,广东,电信
E,126.114.233.240,4 ,JP,东京都,bbtec.net
E,126.92.241.157,4 ,JP,爱知县,bbtec.net
E,129.222.195.87,4 ,CA,安大略省,spacex.com
E,129.222.206.152,4 ,CA,魁北克省,spacex.com
E,130.45.141.36,4 ,US,弗吉尼亚州,wilkes.net
E,131.100.249.202,4 ,BR,巴伊亚州,mrynet.com.br
E,131.100.253.9,4 ,BR,戈亚斯州,goiasnet.net.br
E,131.108.174.36,4 ,BR,戈亚斯州,
E,131.255.229.152,4 ,BR,联邦区,soultelecom.com
E,131.255.71.218,4 ,BR,圣保罗州,
E,131.255.8.32,4 ,BR,亚马孙州,clickip.com.br
E,131.72.87.92,4 ,BR,米纳斯吉拉斯州,univox.com.br
E,132.255.36.138,4 ,BR,圣保罗州,starman.com.br
E,136.158.78.131,4 ,PH,卡拉巴松大区,convergeict.com
E,136.158.79.146,4 ,PH,马尼拉都会区,convergeict.com
E,136.226.113.117,4 ,US,加利福尼亚州,zscaler.com
E,136.226.49.19,4 ,US,弗吉尼亚州,zscaler.com
E,136.226.53.3,4 ,US,弗吉尼亚州,zscaler.com
E,136.226.75.70,4 ,US,马萨诸塞州,zscaler.com
E,136.226.77.7,4 ,CA,安大略省,zscaler.com
E,138.0.103.212,4 ,BR,米纳斯吉拉斯州,outcenter.com.br
E,138.0.33.147,4 ,BR,圣保罗州,aonet.com.br
E,138.117.87.79,4 ,CO,哥伦比亚,
E,138.199.35.202,4 ,US,加利福尼亚州,cdn77.com
E,138.199.35.210,4 ,US,加利福尼亚州,cdn77.com
E,138.199.35.212,4 ,US,加利福尼亚州,cdn77.com
E,138.199.36.162,4 ,DE,黑森州,cdn77.com
E,138.204.202.100,4 ,BR,里约热内卢州,ngt.com.br
E,138.204.227.157,4 ,BR,圣埃斯皮里图州,
E,138.219.112.103,4 ,BR,塞尔希培州,colarespsi.com.br
E,138.219.250.5,4 ,AR,阿根廷,
E,138.219.255.55,4 ,BR,南里奥格兰德州,
E,138.75.90.193,4 ,SG,新加坡,m1.com.sg
E,138.94.115.169,4 ,BR,圣保罗州,iveloz.net.br
E,138.97.139.119,4 ,BR,圣卡塔琳娜州,unifique.com.br
E,138.97.186.207,4 ,BR,马托格罗索州,eusoumaster.com.br
E,138.97.240.106,4 ,BR,圣保罗州,semfone.com.br
E,139.226.92.73,4 ,CN,上海,联通
E,139.28.29.65,4 ,KG,吉尔吉斯斯坦,beeline.kg
E,14.164.187.103,4 ,VN,西宁省,vnpt.vn
E,14.164.34.212,4 ,VN,平阳省,vnpt.vn
E,14.165.15.184,4 ,VN,广平省,vnpt.vn
E,14.165.155.103,4 ,VN,得乐省,vnpt.vn
E,14.165.156.206,4 ,VN,得乐省,vnpt.vn
E,14.165.157.93,4 ,VN,得乐省,vnpt.vn
E,14.165.159.165,4 ,VN,得乐省,vnpt.vn
E,14.165.161.115,4 ,VN,得乐省,vnpt.vn
E,14.165.161.191,4 ,VN,得乐省,vnpt.vn
E,14.165.162.239,4 ,VN,得乐省,vnpt.vn
E,14.165.164.254,4 ,VN,得乐省,vnpt.vn
E,14.165.226.39,4 ,VN,得乐省,vnpt.vn
E,14.165.228.39,4 ,VN,得乐省,vnpt.vn
E,14.172.17.130,4 ,VN,西宁省,vnpt.vn
E,14.173.77.73,4 ,VN,同塔省,vnpt.vn
E,14.174.152.54,4 ,VN,得乐省,vnpt.vn
E,14.174.20.191,4 ,VN,庆和省,vnpt.vn
E,14.174.74.219,4 ,VN,得乐省,vnpt.vn
E,14.175.169.173,4 ,VN,承天顺化省,vnpt.vn
E,14.176.184.182,4 ,VN,得乐省,vnpt.vn
E,14.176.185.246,4 ,VN,得乐省,vnpt.vn
E,14.176.195.213,4 ,VN,得乐省,vnpt.vn
E,14.176.199.204,4 ,VN,得乐省,vnpt.vn
E,14.176.199.91,4 ,VN,得乐省,vnpt.vn
E,14.181.96.236,4 ,VN,老街省,vnpt.vn
E,14.183.0.81,4 ,VN,同奈省,vnpt.vn
E,14.185.102.123,4 ,VN,得乐省,vnpt.vn
E,14.185.103.113,4 ,VN,得乐省,vnpt.vn
E,14.185.103.179,4 ,VN,得乐省,vnpt.vn
E,14.185.103.233,4 ,VN,得乐省,vnpt.vn
E,14.185.233.128,4 ,VN,得乐省,vnpt.vn
E,14.185.233.25,4 ,VN,得乐省,vnpt.vn
E,14.185.6.42,4 ,VN,得乐省,vnpt.vn
E,14.188.52.194,4 ,VN,太原省,vnpt.vn
E,14.189.176.6,4 ,VN,得乐省,vnpt.vn
E,14.189.177.15,4 ,VN,得乐省,vnpt.vn
E,14.192.204.253,4 ,MY,雪兰莪州,maxis.com.my
E,14.205.94.63,4 ,CN,云南,联通
E,14.225.65.249,4 ,VN,越南,vnpt.vn
E,14.228.38.55,4 ,VN,太平省,vnpt.vn
E,14.230.75.209,4 ,VN,平阳省,vnpt.vn
E,14.236.136.114,4 ,VN,得乐省,vnpt.vn
E,14.236.139.83,4 ,VN,得乐省,vnpt.vn
E,14.236.2.42,4 ,VN,岘港市,vnpt.vn
E,14.237.140.184,4 ,VN,西宁省,vnpt.vn
E,14.239.238.177,4 ,VN,富寿省,vnpt.vn
E,14.240.1.140,4 ,VN,西宁省,vnpt.vn
E,14.243.102.30,4 ,VN,得乐省,vnpt.vn
E,14.243.200.56,4 ,VN,得乐省,vnpt.vn
E,14.243.200.97,4 ,VN,得乐省,vnpt.vn
E,14.243.205.121,4 ,VN,得乐省,vnpt.vn
E,14.243.208.69,4 ,VN,得乐省,vnpt.vn
E,14.243.208.78,4 ,VN,得乐省,vnpt.vn
E,14.243.96.210,4 ,VN,得乐省,vnpt.vn
E,14.243.96.255,4 ,VN,得乐省,vnpt.vn
E,14.243.97.140,4 ,VN,得乐省,vnpt.vn
E,14.243.98.127,4 ,VN,得乐省,vnpt.vn
E,14.243.99.84,4 ,VN,得乐省,vnpt.vn
E,14.245.12.212,4 ,VN,得乐省,vnpt.vn
E,14.245.15.97,4 ,VN,得乐省,vnpt.vn
E,14.245.154.150,4 ,VN,得乐省,vnpt.vn
E,14.245.158.218,4 ,VN,得乐省,vnpt.vn
E,14.245.158.45,4 ,VN,得乐省,vnpt.vn
E,14.245.232.146,4 ,VN,得乐省,vnpt.vn
E,14.245.233.91,4 ,VN,得乐省,vnpt.vn
E,14.245.234.191,4 ,VN,得乐省,vnpt.vn
E,14.245.237.255,4 ,VN,得乐省,vnpt.vn
E,14.249.242.241,4 ,VN,安沛省,vnpt.vn
E,14.254.155.165,4 ,VN,得乐省,vnpt.vn
E,14.254.226.124,4 ,VN,得乐省,vnpt.vn
E,14.254.229.49,4 ,VN,得乐省,vnpt.vn
E,14.254.230.98,4 ,VN,得乐省,vnpt.vn
E,14.254.62.5,4 ,VN,嘉莱省,vnpt.vn
E,140.210.152.96,4 ,CN,上海,电信/联通/移动
E,140.224.117.14,4 ,CN,福建,电信
E,142.181.204.193,4 ,CA,安大略省,bell.ca
E,142.188.212.44,4 ,CA,安大略省,bell.ca
E,142.188.63.20,4 ,CA,安大略省,bell.ca
E,143.0.17.86,4 ,BR,圣保罗州,portalfast.net
E,143.105.109.23,4 ,US,俄亥俄州,
E,143.137.56.63,4 ,BR,里约热内卢州,toplink.net.br
E,143.137.95.209,4 ,BR,亚马孙州,fibernetwork.com.br
E,143.202.54.150,4 ,BR,米纳斯吉拉斯州,
E,143.208.14.7,4 ,BR,南里奥格兰德州,mhnet.com.br
E,143.255.208.23,4 ,BR,米纳斯吉拉斯州,mcinfor.com.br
E,143.92.158.156,4 ,SA,东部省,stc.com.sa
E,145.82.32.167,4 ,SA,沙特阿拉伯,stc.com.sa
E,147.158.166.160,4 ,MY,柔佛州,tm.com.my
E,147.158.170.234,4 ,MY,柔佛州,tm.com.my
E,147.158.184.195,4 ,MY,柔佛州,tm.com.my
E,147.158.215.57,4 ,MY,柔佛州,tm.com.my
E,147.161.129.75,4 ,BR,圣保罗州,zscaler.com
E,147.161.145.72,4 ,GB,伯克郡,zscaler.com
E,147.161.163.112,4 ,ZA,南非,
